	User_GO:IDS	User_Go_Defs	Slim_GO:IDS	Slim_Go_Defs
2133	GO:0016020	membrane	GO:0016020	membrane
2134	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2135	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2136	GO:0016020	membrane	GO:0016020	membrane
2137	GO:0016020	membrane	GO:0016020	membrane
2138	GO:0016020	membrane	GO:0016020	membrane
2139	GO:0003677	DNA binding	GO:0003677	DNA binding
2140	GO:0016740	transferase activity	GO:0016740	transferase activity
2141	GO:0016779	nucleotidyltransferase activity	GO:0016779	nucleotidyltransferase activity
2142	GO:0016779	nucleotidyltransferase activity	GO:0016779	nucleotidyltransferase activity
2143	GO:0006259	DNA metabolic process	GO:0006259	DNA metabolic process
2144	GO:0006281	DNA repair	GO:0006281	DNA repair
2145	GO:0006281	DNA repair	GO:0006281	DNA repair
2146	GO:0006974	DNA damage response	GO:0006974	DNA damage response
2147	GO:0050896	response to stimulus	GO:0050896	response to stimulus
2148	GO:0005634	nucleus	GO:0005634	nucleus
2149	GO:0005634	nucleus	GO:0005634	nucleus
2150	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2151	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2152	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2153	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2154	GO:0016579	protein deubiquitination	GO:0016579	protein deubiquitination
2155	GO:0016301	kinase activity	GO:0016301	kinase activity
2156	GO:0016740	transferase activity	GO:0016740	transferase activity
2157	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2158	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2159	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2160	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2161	GO:0042393	histone binding	GO:0042393	histone binding
2162	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2163	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2164	GO:0005634	nucleus	GO:0005634	nucleus
2165	GO:0005634	nucleus	GO:0005634	nucleus
2166	GO:0005634	nucleus	GO:0005634	nucleus
2167	GO:0070603	SWI/SNF superfamily-type complex	GO:0070603	SWI/SNF superfamily-type complex
2168	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2169	GO:0005516	calmodulin binding	GO:0005516	calmodulin binding
2170	GO:0008092	cytoskeletal protein binding	GO:0008092	cytoskeletal protein binding
2171	GO:0006936	muscle contraction	GO:0006936	muscle contraction
2172	GO:0051726	regulation of cell cycle	GO:0051726	regulation of cell cycle
2173	GO:0000278	mitotic cell cycle	GO:0000278	mitotic cell cycle
2174	GO:0000281	mitotic cytokinesis	GO:0000281	mitotic cytokinesis
2175	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
2176	GO:0006897	endocytosis	GO:0006897	endocytosis
2177	GO:0015031	protein transport	GO:0015031	protein transport
2178	GO:0015031	protein transport	GO:0015031	protein transport
2179	GO:0016020	membrane	GO:0016020	membrane
2180	GO:0031410	cytoplasmic vesicle	GO:0031410	cytoplasmic vesicle
2181	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2182	GO:0010951	negative regulation of endopeptidase activity	GO:0010951	negative regulation of endopeptidase activity
2183	GO:0043086	negative regulation of catalytic activity	GO:0043086	negative regulation of catalytic activity
2184	GO:0005576	extracellular region	GO:0005576	extracellular region
2185	GO:0016020	membrane	GO:0016020	membrane
2186	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2187	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2188	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2189	GO:0016301	kinase activity	GO:0016301	kinase activity
2190	GO:0016740	transferase activity	GO:0016740	transferase activity
2191	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2192	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2193	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2194	GO:0035556	intracellular signal transduction	GO:0035556	intracellular signal transduction
2195	GO:0003824	catalytic activity	GO:0003824	catalytic activity
2196	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2197	GO:0009058	biosynthetic process	GO:0009058	biosynthetic process
2198	GO:0005929	cilium	GO:0005929	cilium
2199	GO:0042995	cell projection	GO:0042995	cell projection
2200	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2201	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
2202	GO:0015031	protein transport	GO:0015031	protein transport
2203	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2204	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2205	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2206	GO:0005829	cytosol	GO:0005829	cytosol
2207	GO:0016020	membrane	GO:0016020	membrane
2208	GO:0016020	membrane	GO:0016020	membrane
2209	GO:0031410	cytoplasmic vesicle	GO:0031410	cytoplasmic vesicle
2210	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2211	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2212	GO:0016020	membrane	GO:0016020	membrane
2213	GO:0016020	membrane	GO:0016020	membrane
2214	GO:0003677	DNA binding	GO:0003677	DNA binding
2215	GO:0003677	DNA binding	GO:0003677	DNA binding
2216	GO:0003677	DNA binding	GO:0003677	DNA binding
2217	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2218	GO:0005496	steroid binding	GO:0005496	steroid binding
2219	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2220	GO:0006351	DNA-templated transcription	GO:0006351	DNA-templated transcription
2221	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2222	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2223	GO:0005634	nucleus	GO:0005634	nucleus
2224	GO:0005634	nucleus	GO:0005634	nucleus
2225	GO:0005634	nucleus	GO:0005634	nucleus
2226	GO:0005634	nucleus	GO:0005634	nucleus
2227	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2228	GO:0016020	membrane	GO:0016020	membrane
2229	GO:0003723	RNA binding	GO:0003723	RNA binding
2230	GO:0003712	transcription coregulator activity	GO:0003712	transcription coregulator activity
2231	GO:0006351	DNA-templated transcription	GO:0006351	DNA-templated transcription
2232	GO:0006897	endocytosis	GO:0006897	endocytosis
2233	GO:0006897	endocytosis	GO:0006897	endocytosis
2234	GO:0007165	signal transduction	GO:0007165	signal transduction
2235	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2236	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2237	GO:0016020	membrane	GO:0016020	membrane
2238	GO:0016020	membrane	GO:0016020	membrane
2239	GO:0016020	membrane	GO:0016020	membrane
2240	GO:0006869	lipid transport	GO:0006869	lipid transport
2241	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2242	GO:0016020	membrane	GO:0016020	membrane
2243	GO:0016020	membrane	GO:0016020	membrane
2244	GO:0003677	DNA binding	GO:0003677	DNA binding
2245	GO:0006281	DNA repair	GO:0006281	DNA repair
2246	GO:0006310	DNA recombination	GO:0006310	DNA recombination
2247	GO:0006310	DNA recombination	GO:0006310	DNA recombination
2248	GO:0006974	DNA damage response	GO:0006974	DNA damage response
2249	GO:0005634	nucleus	GO:0005634	nucleus
2250	GO:0005634	nucleus	GO:0005634	nucleus
2251	GO:0005634	nucleus	GO:0005634	nucleus
2252	GO:0016757	glycosyltransferase activity	GO:0016757	glycosyltransferase activity
2253	GO:0044238	primary metabolic process	GO:0044238	primary metabolic process
2254	GO:0016020	membrane	GO:0016020	membrane
2255	GO:0003677	DNA binding	GO:0003677	DNA binding
2256	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2257	GO:0046982	protein heterodimerization activity	GO:0046982	protein heterodimerization activity
2258	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2259	GO:0050896	response to stimulus	GO:0050896	response to stimulus
2260	GO:0005634	nucleus	GO:0005634	nucleus
2261	GO:0005634	nucleus	GO:0005634	nucleus
2262	GO:0005634	nucleus	GO:0005634	nucleus
2263	GO:0005634	nucleus	GO:0005634	nucleus
2264	GO:0005634	nucleus	GO:0005634	nucleus
2265	GO:0016829	lyase activity	GO:0016829	lyase activity
2266	GO:0035556	intracellular signal transduction	GO:0035556	intracellular signal transduction
2267	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2268	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2269	GO:0003677	DNA binding	GO:0003677	DNA binding
2270	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2271	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2272	GO:0005634	nucleus	GO:0005634	nucleus
2273	GO:0005634	nucleus	GO:0005634	nucleus
2274	GO:0005634	nucleus	GO:0005634	nucleus
2275	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2276	GO:0016032	viral process	GO:0016032	viral process
2277	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2278	GO:0035556	intracellular signal transduction	GO:0035556	intracellular signal transduction
2279	GO:0110165	cellular anatomical entity	GO:0110165	cellular anatomical entity
2280	GO:0016740	transferase activity	GO:0016740	transferase activity
2281	GO:0016020	membrane	GO:0016020	membrane
2282	GO:0016020	membrane	GO:0016020	membrane
2283	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2284	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2285	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2286	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2287	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2288	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2289	GO:0016020	membrane	GO:0016020	membrane
2290	GO:0016020	membrane	GO:0016020	membrane
2291	GO:0016020	membrane	GO:0016020	membrane
2292	GO:0016020	membrane	GO:0016020	membrane
2293	GO:0005576	extracellular region	GO:0005576	extracellular region
2294	GO:0016020	membrane	GO:0016020	membrane
2295	GO:0043547	positive regulation of GTPase activity	GO:0043547	positive regulation of GTPase activity
2296	GO:0016020	membrane	GO:0016020	membrane
2297	GO:0016020	membrane	GO:0016020	membrane
2298	GO:0003677	DNA binding	GO:0003677	DNA binding
2299	GO:0003677	DNA binding	GO:0003677	DNA binding
2300	GO:0003824	catalytic activity	GO:0003824	catalytic activity
2301	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2302	GO:0006139	nucleobase-containing compound metabolic process	GO:0006139	nucleobase-containing compound metabolic process
2303	GO:0006281	DNA repair	GO:0006281	DNA repair
2304	GO:0006281	DNA repair	GO:0006281	DNA repair
2305	GO:0006974	DNA damage response	GO:0006974	DNA damage response
2306	GO:0005634	nucleus	GO:0005634	nucleus
2307	GO:0005654	nucleoplasm	GO:0005654	nucleoplasm
2308	GO:0005730	nucleolus	GO:0005730	nucleolus
2309	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2310	GO:0003723	RNA binding	GO:0003723	RNA binding
2311	GO:0003723	RNA binding	GO:0003723	RNA binding
2312	GO:0003723	RNA binding	GO:0003723	RNA binding
2313	GO:0003723	RNA binding	GO:0003723	RNA binding
2314	GO:0006397	mRNA processing	GO:0006397	mRNA processing
2315	GO:0005634	nucleus	GO:0005634	nucleus
2316	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2317	GO:0003735	structural constituent of ribosome	GO:0003735	structural constituent of ribosome
2318	GO:0006412	translation	GO:0006412	translation
2319	GO:0005840	ribosome	GO:0005840	ribosome
2320	GO:0005840	ribosome	GO:0005840	ribosome
2321	GO:1990904	ribonucleoprotein complex	GO:1990904	ribonucleoprotein complex
2322	GO:0003924	GTPase activity	GO:0003924	GTPase activity
2323	GO:0007165	signal transduction	GO:0007165	signal transduction
2324	GO:0007165	signal transduction	GO:0007165	signal transduction
2325	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2326	GO:0016020	membrane	GO:0016020	membrane
2327	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
2328	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
2329	GO:0007165	signal transduction	GO:0007165	signal transduction
2330	GO:0030154	cell differentiation	GO:0030154	cell differentiation
2331	GO:0043547	positive regulation of GTPase activity	GO:0043547	positive regulation of GTPase activity
2332	GO:0005768	endosome	GO:0005768	endosome
2333	GO:0003677	DNA binding	GO:0003677	DNA binding
2334	GO:0003677	DNA binding	GO:0003677	DNA binding
2335	GO:0004601	peroxidase activity	GO:0004601	peroxidase activity
2336	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2337	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2338	GO:0006979	response to oxidative stress	GO:0006979	response to oxidative stress
2339	GO:0016020	membrane	GO:0016020	membrane
2340	GO:0016020	membrane	GO:0016020	membrane
2341	GO:0003924	GTPase activity	GO:0003924	GTPase activity
2342	GO:0007165	signal transduction	GO:0007165	signal transduction
2343	GO:0007165	signal transduction	GO:0007165	signal transduction
2344	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2345	GO:0016020	membrane	GO:0016020	membrane
2346	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
2347	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
2348	GO:0008092	cytoskeletal protein binding	GO:0008092	cytoskeletal protein binding
2349	GO:0050790	regulation of catalytic activity	GO:0050790	regulation of catalytic activity
2350	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2351	GO:0005634	nucleus	GO:0005634	nucleus
2352	GO:0007155	cell adhesion	GO:0007155	cell adhesion
2353	GO:0050808	synapse organization	GO:0050808	synapse organization
2354	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2355	GO:0016020	membrane	GO:0016020	membrane
2356	GO:0016020	membrane	GO:0016020	membrane
2357	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2358	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2359	GO:0016020	membrane	GO:0016020	membrane
2360	GO:0043231	intracellular membrane-bounded organelle	GO:0043231	intracellular membrane-bounded organelle
2361	GO:0043231	intracellular membrane-bounded organelle	GO:0043231	intracellular membrane-bounded organelle
2362	GO:0003677	DNA binding	GO:0003677	DNA binding
2363	GO:0003677	DNA binding	GO:0003677	DNA binding
2364	GO:0003677	DNA binding	GO:0003677	DNA binding
2365	GO:0003677	DNA binding	GO:0003677	DNA binding
2366	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2367	GO:0005634	nucleus	GO:0005634	nucleus
2368	GO:0005634	nucleus	GO:0005634	nucleus
2369	GO:0005634	nucleus	GO:0005634	nucleus
2370	GO:0003677	DNA binding	GO:0003677	DNA binding
2371	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2372	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2373	GO:0005634	nucleus	GO:0005634	nucleus
2374	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2375	GO:0016020	membrane	GO:0016020	membrane
2376	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2377	GO:0016301	kinase activity	GO:0016301	kinase activity
2378	GO:0016740	transferase activity	GO:0016740	transferase activity
2379	GO:0016773	phosphotransferase activity, alcohol group as acceptor	GO:0016773	phosphotransferase activity, alcohol group as acceptor
2380	GO:0005975	carbohydrate metabolic process	GO:0005975	carbohydrate metabolic process
2381	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2382	GO:0003677	DNA binding	GO:0003677	DNA binding
2383	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2384	GO:0003723	RNA binding	GO:0003723	RNA binding
2385	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2386	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2387	GO:0016079	synaptic vesicle exocytosis	GO:0016079	synaptic vesicle exocytosis
2388	GO:0016020	membrane	GO:0016020	membrane
2389	GO:0098793	presynapse	GO:0098793	presynapse
2390	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2391	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2392	GO:0005938	cell cortex	GO:0005938	cell cortex
2393	GO:0005516	calmodulin binding	GO:0005516	calmodulin binding
2394	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2395	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2396	GO:0007154	cell communication	GO:0007154	cell communication
2397	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2398	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2399	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2400	GO:0016020	membrane	GO:0016020	membrane
2401	GO:0016020	membrane	GO:0016020	membrane
2402	GO:0016020	membrane	GO:0016020	membrane
2403	GO:0051726	regulation of cell cycle	GO:0051726	regulation of cell cycle
2404	GO:0005634	nucleus	GO:0005634	nucleus
2405	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2406	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2407	GO:0042803	protein homodimerization activity	GO:0042803	protein homodimerization activity
2408	GO:0051287	NAD binding	GO:0051287	NAD binding
2409	GO:0051287	NAD binding	GO:0051287	NAD binding
2410	GO:0005975	carbohydrate metabolic process	GO:0005975	carbohydrate metabolic process
2411	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2412	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2413	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2414	GO:0016020	membrane	GO:0016020	membrane
2415	GO:0016020	membrane	GO:0016020	membrane
2416	GO:0016020	membrane	GO:0016020	membrane
2417	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2418	GO:0016853	isomerase activity	GO:0016853	isomerase activity
2419	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2420	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2421	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2422	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2423	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2424	GO:0005874	microtubule	GO:0005874	microtubule
2425	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2426	GO:0016740	transferase activity	GO:0016740	transferase activity
2427	GO:0016757	glycosyltransferase activity	GO:0016757	glycosyltransferase activity
2428	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2429	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2430	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2431	GO:0005576	extracellular region	GO:0005576	extracellular region
2432	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2433	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2434	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2435	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2436	GO:0007165	signal transduction	GO:0007165	signal transduction
2437	GO:0016020	membrane	GO:0016020	membrane
2438	GO:0016020	membrane	GO:0016020	membrane
2439	GO:0016020	membrane	GO:0016020	membrane
2440	GO:0098794	postsynapse	GO:0098794	postsynapse
2441	GO:0110165	cellular anatomical entity	GO:0110165	cellular anatomical entity
2442	GO:0003723	RNA binding	GO:0003723	RNA binding
2443	GO:0003723	RNA binding	GO:0003723	RNA binding
2444	GO:0003723	RNA binding	GO:0003723	RNA binding
2445	GO:0042802	identical protein binding	GO:0042802	identical protein binding
2446	GO:0003677	DNA binding	GO:0003677	DNA binding
2447	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2448	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2449	GO:1902600	proton transmembrane transport	GO:1902600	proton transmembrane transport
2450	GO:1902600	proton transmembrane transport	GO:1902600	proton transmembrane transport
2451	GO:0016020	membrane	GO:0016020	membrane
2452	GO:0016020	membrane	GO:0016020	membrane
2453	GO:0005634	nucleus	GO:0005634	nucleus
2454	GO:0016853	isomerase activity	GO:0016853	isomerase activity
2455	GO:0000413	protein peptidyl-prolyl isomerization	GO:0000413	protein peptidyl-prolyl isomerization
2456	GO:0006457	protein folding	GO:0006457	protein folding
2457	GO:0042995	cell projection	GO:0042995	cell projection
2458	GO:0022857	transmembrane transporter activity	GO:0022857	transmembrane transporter activity
2459	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2460	GO:0016020	membrane	GO:0016020	membrane
2461	GO:0016020	membrane	GO:0016020	membrane
2462	GO:0016020	membrane	GO:0016020	membrane
2463	GO:0003735	structural constituent of ribosome	GO:0003735	structural constituent of ribosome
2464	GO:0006412	translation	GO:0006412	translation
2465	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2466	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2467	GO:0005840	ribosome	GO:0005840	ribosome
2468	GO:0005840	ribosome	GO:0005840	ribosome
2469	GO:1990904	ribonucleoprotein complex	GO:1990904	ribonucleoprotein complex
2470	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2471	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2472	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2473	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
2474	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2475	GO:0016020	membrane	GO:0016020	membrane
2476	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2477	GO:0016301	kinase activity	GO:0016301	kinase activity
2478	GO:0016740	transferase activity	GO:0016740	transferase activity
2479	GO:0016773	phosphotransferase activity, alcohol group as acceptor	GO:0016773	phosphotransferase activity, alcohol group as acceptor
2480	GO:0005975	carbohydrate metabolic process	GO:0005975	carbohydrate metabolic process
2481	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2482	GO:0004252	serine-type endopeptidase activity	GO:0004252	serine-type endopeptidase activity
2483	GO:0006508	proteolysis	GO:0006508	proteolysis
2484	GO:0016020	membrane	GO:0016020	membrane
2485	GO:0016020	membrane	GO:0016020	membrane
2486	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2487	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2488	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2489	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2490	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2491	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2492	GO:0030154	cell differentiation	GO:0030154	cell differentiation
2493	GO:0016020	membrane	GO:0016020	membrane
2494	GO:0016020	membrane	GO:0016020	membrane
2495	GO:0030030	cell projection organization	GO:0030030	cell projection organization
2496	GO:0005929	cilium	GO:0005929	cilium
2497	GO:0016020	membrane	GO:0016020	membrane
2498	GO:0016020	membrane	GO:0016020	membrane
2499	GO:0042995	cell projection	GO:0042995	cell projection
2500	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2501	GO:0006887	exocytosis	GO:0006887	exocytosis
2502	GO:0016020	membrane	GO:0016020	membrane
2503	GO:0045202	synapse	GO:0045202	synapse
2504	GO:0045202	synapse	GO:0045202	synapse
2505	GO:0048786	presynaptic active zone	GO:0048786	presynaptic active zone
2506	GO:0016020	membrane	GO:0016020	membrane
2507	GO:0016020	membrane	GO:0016020	membrane
2508	GO:0008168	methyltransferase activity	GO:0008168	methyltransferase activity
2509	GO:0016740	transferase activity	GO:0016740	transferase activity
2510	GO:0006479	protein methylation	GO:0006479	protein methylation
2511	GO:0032259	methylation	GO:0032259	methylation
2512	GO:0036211	protein modification process	GO:0036211	protein modification process
2513	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2514	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2515	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2516	GO:0016020	membrane	GO:0016020	membrane
2517	GO:0016020	membrane	GO:0016020	membrane
2518	GO:0016020	membrane	GO:0016020	membrane
2519	GO:0042995	cell projection	GO:0042995	cell projection
2520	GO:0016020	membrane	GO:0016020	membrane
2521	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2522	GO:0006397	mRNA processing	GO:0006397	mRNA processing
2523	GO:0016579	protein deubiquitination	GO:0016579	protein deubiquitination
2524	GO:0005634	nucleus	GO:0005634	nucleus
2525	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2526	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2527	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2528	GO:0016020	membrane	GO:0016020	membrane
2529	GO:0030154	cell differentiation	GO:0030154	cell differentiation
2530	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2531	GO:0045202	synapse	GO:0045202	synapse
2532	GO:0071944	cell periphery	GO:0071944	cell periphery
2533	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2534	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2535	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2536	GO:0016301	kinase activity	GO:0016301	kinase activity
2537	GO:0016740	transferase activity	GO:0016740	transferase activity
2538	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2539	GO:0007154	cell communication	GO:0007154	cell communication
2540	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2541	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2542	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2543	GO:0023052	signaling	GO:0023052	signaling
2544	GO:0000278	mitotic cell cycle	GO:0000278	mitotic cell cycle
2545	GO:0007049	cell cycle	GO:0007049	cell cycle
2546	GO:0051301	cell division	GO:0051301	cell division
2547	GO:0000776	kinetochore	GO:0000776	kinetochore
2548	GO:0005634	nucleus	GO:0005634	nucleus
2549	GO:0005694	chromosome	GO:0005694	chromosome
2550	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2551	GO:0003677	DNA binding	GO:0003677	DNA binding
2552	GO:0003677	DNA binding	GO:0003677	DNA binding
2553	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2554	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2555	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2556	GO:0005634	nucleus	GO:0005634	nucleus
2557	GO:0005634	nucleus	GO:0005634	nucleus
2558	GO:0005634	nucleus	GO:0005634	nucleus
2559	GO:0038023	signaling receptor activity	GO:0038023	signaling receptor activity
2560	GO:0007399	nervous system development	GO:0007399	nervous system development
2561	GO:0016020	membrane	GO:0016020	membrane
2562	GO:0016020	membrane	GO:0016020	membrane
2563	GO:0007018	microtubule-based movement	GO:0007018	microtubule-based movement
2564	GO:0005768	endosome	GO:0005768	endosome
2565	GO:0016020	membrane	GO:0016020	membrane
2566	GO:0016020	membrane	GO:0016020	membrane
2567	GO:0003677	DNA binding	GO:0003677	DNA binding
2568	GO:0003677	DNA binding	GO:0003677	DNA binding
2569	GO:0003677	DNA binding	GO:0003677	DNA binding
2570	GO:0006954	inflammatory response	GO:0006954	inflammatory response
